Now all @Apple has to do is get swype on the iphone and it will be crack . Iphone that is	R D @ V P V V V ^ P D ^ & O V V N , ^ O V	0.9788 0.8466 0.9902 0.9973 0.9636 0.9977 0.9889 0.9735 0.7337 0.9979 0.9991 0.8325 0.9991 0.9979 0.9988 0.9984 0.7336 0.9978 0.7396 0.5288 0.9987	Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is
@coollike @TheGadgetShow @thelittleappkid @Jon4Lakers @BenRubery @Apple @twitter @FXhomeHitFilm (-2 )	@ @ @ @ @ @ @ @ $ ,	0.9988 0.9990 0.9980 0.9987 0.9984 0.9982 0.9986 0.9985 0.7033 0.9809	@coollike @TheGadgetShow  @thelittleappkid @Jon4Lakers @BenRubery @Apple @twitter @FXhomeHitFilm  (-2)
Said to have laid out the next 4 years @apple . Jobs last iPhone is 2012 not the iPhone4S . iPhone(4G/5 ) 2012 is magical ! http://t.co/DxxklUBp	V P V V T D A $ N @ , N A ^ V $ R D ^ , $ , $ V A , U	0.9962 0.9930 0.9995 0.9841 0.6517 0.9994 0.9527 0.7733 0.9899 0.9876 0.9907 0.6100 0.9424 0.7058 0.9742 0.9644 0.9749 0.9975 0.9175 0.9933 0.7288 0.9865 0.9248 0.9921 0.9975 0.9962 0.9954	Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp
Kind of excited . On my way to my last class right now and then going to the @Apple store , so buy #MacOSC Snow Leopard and Lion :-)	N P A , P D N P D A N R R & R V P D @ N , P V ^ ^ ^ & ^ E	0.6059 0.9959 0.7187 0.9984 0.9514 0.9983 0.9873 0.9994 0.9967 0.9967 0.9988 0.9163 0.9979 0.9975 0.9873 0.9976 0.9948 0.9904 0.9616 0.9572 0.9992 0.7700 0.8445 0.7451 0.9812 0.9215 0.9978 0.7746 0.9811	Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)
i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone	O V P V P @ P $ , P X D N & V N N P D N L V P @ #	0.9886 0.9913 0.9783 0.9995 0.9983 0.9903 0.8356 0.6655 0.9902 0.9463 0.7054 0.9998 0.9980 0.9977 0.5081 0.7719 0.9359 0.9991 0.9916 0.9989 0.9806 0.9601 0.9899 0.9975 0.5456	i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone
Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing , because you are doing it well ! http://t.co/ZZc6bE0w	^ V $ $ N P $ N @ V V O O V V , P O V V O R , U	0.9788 0.9853 0.6690 0.5426 0.4965 0.9950 0.9873 0.9910 0.9955 0.9469 0.9971 0.9794 0.9992 0.9993 0.9876 0.9985 0.9976 0.9996 0.9993 0.9996 0.9936 0.5269 0.9903 0.9973	Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! http://t.co/ZZc6bE0w
Yessss ! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple .	! , L V D ^ N R D N P N P N P N E A N @ ,	0.9946 0.9981 0.9972 0.8686 0.9989 0.9767 0.9667 0.9817 0.9968 0.9711 0.3984 0.9939 0.9990 0.6389 0.9939 0.8251 0.9743 0.9985 0.9924 0.9890 0.9907	Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.
4 millions in a weekend , 16 #iPhone4S per second . This is madness ?! no , this is @Apple !!!	$ N P D N , $ ^ P A , O V N , ! , O V @ ,	0.6352 0.9923 0.9932 0.9977 0.9965 0.9970 0.9966 0.7315 0.6090 0.8145 0.9984 0.9391 0.9942 0.9882 0.9888 0.7577 0.9991 0.9662 0.9946 0.9936 0.9785	4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!
. @apple you got me . I'm now invested . MacBook Pro next year . Time to get on selling more of my #android gear	, @ O V O , L R V , ^ ^ A N , N P V P V A P D N N	0.9835 0.9939 0.9983 0.9999 0.9983 0.9988 0.9975 0.9971 0.9876 0.9963 0.9312 0.9765 0.9028 0.9925 0.9981 0.9427 0.9990 0.9997 0.8697 0.9311 0.4833 0.9993 0.9666 0.7813 0.9627	.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear
@iancollinsuk @apple I like what you did there ...!	@ @ O V O O V R ,	0.9989 0.9986 0.9949 0.7912 0.9930 0.9998 0.9993 0.7599 0.8765	@iancollinsuk @apple I like what you did there...!
I just sent my grandma a post card using my #CardsApp thanks @Apple	O R V D N D N N V D # N @	0.9962 0.9986 0.9997 0.9972 0.9744 0.8801 0.9691 0.9511 0.9969 0.9558 0.3834 0.9078 0.9967	I just sent my grandma a post card using my #CardsApp thanks @Apple
@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to " Will it blend ? " Glad to hear it's still alive .	@ @ V O P D N V N P D N P , V O V , , A P V L R A ,	0.9989 0.9980 0.9990 0.9934 0.9770 0.9983 0.9792 0.9968 0.7768 0.9996 0.9992 0.9875 0.9968 0.9913 0.9975 0.9137 0.5318 0.9967 0.9691 0.7921 0.9987 0.9927 0.9883 0.9982 0.9860 0.9985	@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to "Will it blend?" Glad to hear it's still alive.
Laundering Ari's iPhone not my finest moment . But after drying in bag of ( organic :-) rice for 4 days it booted up !!!!!!!!!!! @apple	V Z ^ R D A N , & P V P N P , A E N P $ N O V T , @	0.7020 0.8947 0.9674 0.9802 0.9875 0.9974 0.9991 0.9989 0.9893 0.7683 0.9972 0.9122 0.9990 0.9829 0.9882 0.9769 0.9623 0.9462 0.9995 0.9262 0.9867 0.9660 0.9592 0.9402 0.9941 0.9966	Laundering Ari's iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple
Bravo , @Apple ! http://t.co/BgoTzj7K	^ , @ , U	0.9392 0.9957 0.9973 0.9916 0.9977	Bravo, @Apple! http://t.co/BgoTzj7K
God Bless @YouTube , @apple for #appletv & our bad ass system . LOVING #PrincessOfChina . GB to @coldplay & @rihanna too :)	^ V @ , @ P ^ & D A N N , V ^ , ^ P @ & @ R E	0.9841 0.5625 0.9922 0.9873 0.9977 0.9973 0.8864 0.9952 0.9638 0.9946 0.9852 0.9959 0.9986 0.9699 0.6895 0.9841 0.3739 0.9961 0.9966 0.9937 0.9968 0.9692 0.9961	God Bless @YouTube, @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)
Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)	V T ^ P D A N P O V D ^ & @ V R A & V O D A $ E	0.9930 0.5311 0.9853 0.9996 0.9977 0.9061 0.9990 0.9839 0.9995 0.9994 0.9962 0.8602 0.9919 0.9973 0.9171 0.9944 0.9999 0.9977 0.9996 0.9960 0.9892 0.9994 0.9473 0.9983	Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)
Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking .	V O @ ^ $ P N N T P D N N & V O R V ,	0.9746 0.9987 0.9932 0.8965 0.9949 0.9990 0.8794 0.5521 0.8452 0.9966 0.9966 0.9582 0.9520 0.9984 0.9990 0.9707 0.9945 0.9294 0.9977	Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking.
One word - #wow . RT @jldavid iPhone 4S First Weekend Sales Top Four Million : http://t.co/Zx5Pw0GT ( via @apple )	$ N , # , ~ @ ^ ^ A N N A $ $ , U , P @ ,	0.9250 0.9316 0.9137 0.8016 0.9851 0.9922 0.9993 0.9589 0.7528 0.9389 0.9856 0.8940 0.9251 0.7133 0.3623 0.8422 0.9918 0.9503 0.9516 0.9939 0.9270	One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: http://t.co/Zx5Pw0GT (via @apple)
This good here iPhone will do me VERY well today . Thanks to the gods that are @apple .	D A R ^ V V O R A N , N P D N P V @ ,	0.9661 0.9848 0.9537 0.9646 0.9537 0.9999 0.9982 0.9986 0.6527 0.9966 0.9975 0.9300 0.9997 0.9974 0.5071 0.8437 0.9920 0.9916 0.9953	This good here iPhone will do me VERY well today. Thanks to the gods that are @apple.
RT @MN2NOVA : Love ios5 Easter eggs . Pull down from middle top to bottom and see what pulls down . Awesome little feature ! #ios5 @apple	~ @ ~ N ^ ^ N , V T P ^ A P A & V O V T , A A N , # @	0.9979 0.9989 0.9773 0.4581 0.3328 0.9443 0.9894 0.9978 0.9791 0.8267 0.9980 0.4588 0.7381 0.9971 0.3055 0.9970 0.9826 0.9829 0.9948 0.7668 0.9966 0.9574 0.9916 0.9918 0.9972 0.7938 0.9951	RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple
Love ios5 Easter eggs . Pull down from middle top to bottom and see what pulls down . Awesome little feature ! #ios5 @apple	V ^ ^ N , V T P ^ A P A & V O V T , A A N , # @	0.5924 0.6424 0.9536 0.9880 0.9978 0.9791 0.8267 0.9980 0.4588 0.7381 0.9971 0.3055 0.9970 0.9826 0.9829 0.9948 0.7668 0.9966 0.9574 0.9916 0.9918 0.9972 0.7873 0.9952	Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple
Love #ios5 Easter eggs . Pull down from middle top to bottom and see what pulls down . Awesome little feature ! @apple #lovemyiphone	V ^ ^ N , V T P ^ A P A & V O V T , A A N , @ #	0.5924 0.6743 0.9536 0.9880 0.9978 0.9791 0.8267 0.9980 0.4588 0.7381 0.9971 0.3055 0.9970 0.9826 0.9829 0.9948 0.7668 0.9966 0.9574 0.9916 0.9918 0.9979 0.9962 0.9315	Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone
Updated my iOS and started using cloud services . Pretty bad ass @apple my #iPhone 3GS still the champ .	V D ^ & V V N N , R A N @ D ^ N R D N ,	0.9942 0.9960 0.8254 0.9979 0.9966 0.9829 0.8670 0.9975 0.9982 0.8757 0.9989 0.9749 0.9947 0.9873 0.5455 0.6015 0.9726 0.9977 0.9937 0.9980	Updated my iOS and started using cloud services. Pretty bad ass @apple my #iPhone 3GS still the champ.
Gone for a run , beautiful morning , man do I love iOS 5 @apple , #iPhone	V P D N , A N , N V O V ^ $ @ , ^	0.9597 0.9988 0.9854 0.8373 0.9974 0.9980 0.9974 0.9978 0.8725 0.9909 0.9990 0.9927 0.9322 0.9759 0.9881 0.9915 0.6028	Gone for a run, beautiful morning , man do I love iOS 5 @apple, #iPhone
@apple your simply the best .	@ D R D A ,	0.9989 0.5380 0.9846 0.9986 0.9470 0.9977	@apple your simply the best.
I must admit @apple has made me a very happy camper ! I have text tones now ! Lol ! Ring tone : #MakeMeProud Drakes vers ! Text tone : Nicki's	O V V @ V V O D R A N , O V N N R , ! , N N , # Z N , V N , L	0.9973 0.9994 0.9984 0.9941 0.9900 0.9988 0.9961 0.9646 0.9703 0.9998 0.9952 0.9983 0.9983 0.9997 0.9201 0.9628 0.9953 0.9990 0.9991 0.9904 0.4311 0.9935 0.9554 0.7527 0.4223 0.9677 0.9987 0.5801 0.9685 0.9441 0.6712	I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's
Day305 , I'm thankful for the great customer service received today from @Apple via phone CS , new phone on the way #365daysofgratefulness	$ , L A P D A N N V N P @ P N ^ , A N P D N #	0.3031 0.9978 0.9971 0.9583 0.9999 0.9991 0.9922 0.9535 0.9963 0.9860 0.9837 0.9996 0.9868 0.9223 0.9848 0.6525 0.9981 0.9963 0.9980 0.9992 0.9996 0.9633 0.8644	Day305, I'm thankful for the great customer service received today from @Apple via phone CS, new phone on the way #365daysofgratefulness
S/O to @apple for replacing my phone for free 	V P @ P V D N P A E	0.8638 0.9954 0.9926 0.9970 0.9996 0.9983 0.9994 0.9982 0.9906 0.8818	S/O to @apple for replacing my phone for free
Loving the new iPod update @apple	V D A ^ N @	0.9920 0.9998 0.9914 0.9597 0.4662 0.9938	Loving the new iPod update @apple
@alexlindsay My wife upgraded her iPhone 4 . I think Siri alone is worth the upgrade . Looking forward to @Apple continuing to enhance Siri .	@ D N V D ^ $ , O V ^ R V A D N , V R P @ V P V ^ ,	0.9990 0.9954 0.9975 0.9991 0.9201 0.8398 0.8191 0.9974 0.9980 0.9997 0.9907 0.6190 0.9946 0.7386 0.9943 0.9836 0.9985 0.9980 0.9158 0.9966 0.9959 0.9947 0.9967 0.9984 0.9947 0.9951	@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri.
RT @tomkeene Thx @instagram Thx @apple #hypo #D -76 #tri -x http://t.co/BPPJwncp	~ @ N @ N @ # # $ # G U	0.9979 0.9991 0.3311 0.9982 0.3609 0.9975 0.7516 0.7272 0.9704 0.7874 0.4314 0.9953	RT @tomkeene Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/BPPJwncp
@SteveJobs being honored tonite @Apple ... A truly great loss to the world . He will so be missed	@ V A N @ , D R A N P D N , O V R V V	0.9989 0.9961 0.4987 0.8529 0.9940 0.8598 0.8489 0.9946 0.9995 0.9992 0.9997 0.9990 0.9916 0.9984 0.9938 0.9986 0.7653 0.9645 0.9854	@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed
Thx @instagram Thx @apple #hypo #D -76 #tri -x http://t.co/D7EeJHBT	N @ N @ # # $ # G U	0.3520 0.9984 0.3311 0.9977 0.7516 0.7272 0.9704 0.7201 0.4042 0.9964	Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/D7EeJHBT
Loving my new #iPhone4S thanks @apple for #ios5	V D A ^ N @ P ^	0.9964 0.9984 0.9971 0.9431 0.9669 0.9912 0.9974 0.7285	Loving my new #iPhone4S thanks @apple for #ios5
i love this . so much . thank you @apple . http://t.co/Ui8lOEzX	O V O , R A , V O @ , U	0.9818 0.9991 0.9645 0.9992 0.9805 0.5038 0.9990 0.9836 0.9988 0.9907 0.9870 0.9986	i love this. so much. thank you @apple.  http://t.co/Ui8lOEzX
@apple the iPhone 4s is great #genius	@ D ^ ^ V A #	0.9990 0.9978 0.9774 0.4524 0.9942 0.9986 0.7583	@apple the iPhone 4s is great #genius
@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today ... Sunday . Truly is #magic .	@ ^ N V O D N O V V V P A N N & V V V N , ^ , R V A ,	0.9982 0.6901 0.6518 0.9990 0.9976 0.9970 0.9940 0.9944 0.9998 0.9909 0.9878 0.9953 0.7590 0.9622 0.9709 0.9981 0.9978 0.9995 0.8804 0.9573 0.9723 0.8071 0.9985 0.9563 0.9898 0.5646 0.9975	@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is #magic.
Love my new I0S5 @Apple updates . Just when I think it can't get any better somehow it simplifies my life more . That's right-it's an Apple .	V D A ^ @ N , R R O V O V V D A R O V D N A , L A D ^ ,	0.9481 0.9973 0.9930 0.6733 0.9878 0.9913 0.9988 0.9996 0.9945 0.9988 1.0000 0.9955 0.9996 1.0000 0.9868 0.7631 0.9933 0.9982 0.9999 0.9982 0.9932 0.5279 0.9987 0.9970 0.8188 0.9472 0.9387 0.9948	Love my new I0S5 @Apple updates. Just when I think it can't get any better somehow it simplifies my life more. That's right-it's an Apple.
@apple Siri is amazing	@ ^ V A	0.9990 0.9969 0.9956 0.9935	@apple Siri is amazing
@rygurl you need an @apple iphone4S with Siri !	@ O V D @ ^ P ^ ,	0.9990 0.9978 0.9995 0.9411 0.9878 0.7289 0.9993 0.9987 0.9964	@rygurl you need an @apple iphone4S with Siri!
Meet #Siri , your new iPhone butler . Click the link and be amazed by all it can do : http://t.co/lvfFdCEL @Apple	V ^ , D A ^ ^ , V D N & V V P D O V V , U @	0.9303 0.9497 0.9950 0.9677 0.9915 0.9912 0.9355 0.9919 0.9533 0.9994 0.9931 0.9970 0.9954 0.5850 0.9978 0.7835 0.9948 0.9996 0.9992 0.8377 0.9914 0.9974	Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple
just my man @apple store in @schaumburg , whoops !!!! 😁	R D N @ N P @ , ! , E	0.9976 0.9947 0.9927 0.9961 0.9058 0.9960 0.8598 0.9854 0.9290 0.9878 0.9085	just my man @apple store in @schaumburg, whoops!!!!😁
So , I am using my work PC ( NEVER EVER ) to get a feel for it ; it has the worst speakers ever !! @apple you have spoiled me !! #imamac	R , O V V D N N , R R , P V D N P O , O V D A N R , @ O V V O , #	0.6914 0.9962 0.9972 0.9979 0.9951 0.9965 0.9884 0.8742 0.9928 0.9843 0.9895 0.9816 0.9966 0.9999 0.9711 0.7029 0.9998 0.9976 0.9846 0.9967 0.9996 0.9995 0.9977 0.9948 0.9936 0.9932 0.9830 0.9984 0.9994 0.5306 0.9968 0.9941 0.9601	So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac
I ♥ @Apple http://t.co/a8on3IAa	O E @ U	0.9944 0.4125 0.9962 0.9970	I ♥ @Apple http://t.co/a8on3IAa
@apple just got the new iOS5 upgrade with iMessage ... good luck surviving now @BlackBerry	@ R V D A ^ V P ^ , A N V R @	0.9991 0.9990 0.9994 0.9997 0.9951 0.9530 0.5186 0.9967 0.8602 0.9874 0.9993 0.9937 0.9963 0.9935 0.9973	@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry
Loving #iOS5 !! #awesome @Apple	V ^ , # @	0.9649 0.8771 0.9947 0.9281 0.9974	Loving #iOS5 !! #awesome @Apple
RT @MattyRiesz : @kathrynyee You were right , an iPhone is a must have . #addicted { WELCOME TO THE @APPLE CLUB }	~ @ ~ @ O V A , D ^ V D N V , # , V P D @ N ,	0.9979 0.9983 0.9923 0.9979 0.9971 0.9971 0.6848 0.9985 0.9669 0.9356 0.9963 0.9809 0.7404 0.9985 0.9955 0.6802 0.7605 0.8640 0.9986 0.9623 0.9570 0.9044 0.8432	RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}
Thank you @apple for your innovations . Exhibit A : Guy playing with Facetime instead of watching game at sports bar . http://t.co/oU7K39ge	V O @ P D N , N N , ^ V P ^ R P V N P N N , U	0.9746 0.9987 0.9825 0.9995 0.9945 0.9996 0.9964 0.7667 0.6788 0.9661 0.7930 0.9981 0.9965 0.9863 0.8433 0.9959 0.9510 0.9954 0.9995 0.5851 0.9994 0.9968 0.9985	Thank you @apple for your innovations. Exhibit A: Guy playing with Facetime instead of watching game at sports bar. http://t.co/oU7K39ge
@blackberry boo hiss !............ @apple wuhu !!!!!!!! When will my berry powered technology actually work ??	@ N N , @ ! , R V D N V N R N ,	0.9975 0.5136 0.6314 0.9829 0.9968 0.9653 0.9964 0.9843 0.9987 0.9959 0.9501 0.6189 0.9908 0.9972 0.4885 0.9976	@blackberry boo hiss!............@apple wuhu!!!!!!!! When will my berry powered technology actually work??
@apple by far the best iPod and first time iPhone ever .... Good job guys	@ P R D A ^ & A N ^ R , A N N	0.9982 0.8436 0.6497 0.9987 0.9935 0.7601 0.9982 0.9637 0.9966 0.5976 0.9715 0.9876 0.9830 0.9944 0.9972	@apple by far the best iPod and first time iPhone ever.... Good job guys
Thank you Steve @apple store 5th av . http://t.co/nSAisriP	V O ^ @ N $ N , U	0.9746 0.9973 0.9835 0.9896 0.8155 0.6163 0.3655 0.9908 0.9975	Thank you Steve @apple store 5th av. http://t.co/nSAisriP
@Apple's Siri is witchcraft . What's next @googleresearch . 2 yr lead lost ?	Z ^ V N , L A @ , $ N V A ,	0.2803 0.9941 0.9894 0.9860 0.9987 0.9850 0.6453 0.9893 0.9872 0.8384 0.9075 0.6345 0.7748 0.9984	@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?
@Apple iOS 5 is sweet ! Notifications , phone search covers mail now , wifi sync , iCloud backup and integrated Twitter are all well done .	@ ^ $ V A , N , N N V N R , N N , ^ N & A ^ V D R V ,	0.9989 0.8877 0.9696 0.9865 0.9977 0.9974 0.9833 0.9977 0.9838 0.8655 0.9071 0.9804 0.9932 0.9980 0.8890 0.9865 0.9967 0.9060 0.8980 0.9964 0.6632 0.9450 0.9863 0.4663 0.7227 0.8298 0.9973	@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done.
RT @katebetts : Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t . ...	~ @ ~ D A ^ ^ N P S ^ ^ P N P N P @ N N U , ~	0.9979 0.9991 0.9755 0.9918 0.9963 0.9998 0.9998 0.9848 0.9963 0.8180 0.9667 0.5133 0.9867 0.9878 0.9958 0.9595 0.9967 0.9855 0.4915 0.9989 0.9885 0.7030 0.8272	RT @katebetts: Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t. ...
Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s	D A ^ ^ N P S ^ ^ P N P N P @ N N U	0.9876 0.9975 0.9998 0.9998 0.9848 0.9963 0.8180 0.9667 0.5133 0.9867 0.9878 0.9958 0.9595 0.9967 0.9855 0.5111 0.9991 0.9965	Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s
I <3 @apple http://t.co/ondXWpEr	O E @ U	0.9943 0.7989 0.9966 0.9950	I &lt;3 @apple http://t.co/ondXWpEr
Welcome to the twitter world @MarkStuver . This is due to #iOS5 and @apple thanks guys .	V P D ^ N @ , O V A P ^ & @ N N ,	0.8567 0.9979 0.9984 0.9898 0.8875 0.9956 0.9953 0.9391 0.9984 0.7635 0.9981 0.9060 0.9985 0.9967 0.8979 0.9982 0.9981	Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys.
Impressive service @apple genius bar metro centre . Power cable replaced free n booked in for screen replacement for free : - D	A N @ N N N N , N N V A & V P P N N P A , , N	0.9965 0.9976 0.9957 0.8096 0.9937 0.9006 0.9951 0.9979 0.5566 0.9556 0.9925 0.9774 0.8042 0.9860 0.8546 0.9757 0.6496 0.9788 0.9982 0.9673 0.5830 0.6008 0.3451	Impressive service @apple genius bar metro centre. Power cable replaced free n booked in for screen replacement for free :- D
RT @deb_lavoy : the nice guy at the @apple store replaced my phone gratis when I showed him the hairline crack on the screen . thanks @apple	~ @ ~ D A N P D @ N V D N G R O V O D N V P D N , N @	0.9979 0.9991 0.9784 0.9990 0.9946 0.9948 1.0000 0.9951 0.9614 0.8909 0.9994 0.9986 0.9992 0.2155 0.9867 0.9987 1.0000 0.9870 0.9994 0.9877 0.7764 0.9777 0.9994 0.9850 0.9988 0.7976 0.9968	RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple
